problemInstanceName,DominantPairs,SmallerBetterPairs,CapacityFraction,CapFracDistanceFromOneHalf,CorrelationCoefficient,ApproximationGap,CoeffVarWeights,CoeffVarProfits,CoeffVarEffics,PossibleItemFixProportion,SubsetSumLikeness,ModBalasZemelMeasure,MaxCardinality,MinCardinality,CardinalityGap,FirstWeight,FirstProfit,PolyfitLinear,PolyfitQuadratic,PolyfitCubic,BeforeAfterSplitRatio,EvenOddLikeness,GreedyUnusedCapacity,ReducedDominantPairs,ReducedSmallerBetterPairs,ReducedCapacityFraction,ReducedCapFracDistanceFromOneHalf,ReducedCorrelationCoefficient,ReducedApproximationGap,ReducedCoeffVarWeights,ReducedCoeffVarProfits,ReducedCoeffVarEffics,ReducedSubsetLikeness,ReducedModBalasZemelMeasure,ReducedMaxCardinality,ReducedMinCardinality,ReducedCardinalityGap,ReducedFirstWeight,ReducedFirstProfit,ReducedPolyfitLinear,ReducedPolyfitQuadratic,ReducedPolyfitCubic,ReducedBeforeAfterSplitRatio,ReducedGreedyUnusedCapacity,n,c,b,f,lower_bound,logSizeX,numDifferentWeights,minWeight,minWeightLogCount,maxWeight,maxWeightLogCount,avgWeight,sigma_squared,percentile1,percentile2,percentile3,percentile4,percentile5,percentile6,percentile7,percentile8,percentile9,percentile10,percentile11,percentile12,percentile13,percentile14,percentile15,percentile16,percentile17,percentile18,percentile19,percentile20,percentile21,percentile22,percentile23,percentile24,percentile25,percentile26,percentile27,percentile28,percentile29,percentile30,percentile31,percentile32,percentile33,percentile34,percentile35,percentile36,percentile37,percentile38,percentile39,percentile40,percentile41,percentile42,percentile43,percentile44,percentile45,percentile46,percentile47,percentile48,percentile49,percentile50,percentile51,percentile52,percentile53,percentile54,percentile55,percentile56,percentile57,percentile58,percentile59,percentile60,percentile61,percentile62,percentile63,percentile64,percentile65,percentile66,percentile67,percentile68,percentile69,percentile70,percentile71,percentile72,percentile73,percentile74,percentile75,percentile76,percentile77,percentile78,percentile79,percentile80,percentile81,percentile82,percentile83,percentile84,percentile85,percentile86,percentile87,percentile88,percentile89,percentile90,percentile91,percentile92,percentile93,percentile94,percentile95,percentile96,percentile97,percentile98,percentile99,percentile100,IMSTime,g_star,s_g,g_starTime,z,bouKnapTime,logComboTime
knapPI_11_10000_1000_41,0.374289788978898,0.452178297829783,0.405940558477185,0.188118883045629,-0.120134093956714,0.0125235951793639,0.440773814284192,0.406557999458691,0.102353432669642,0.5083,0.4917,3.53435766571791e-05,0.7344,0.1604,0.574,0.0274647887323944,0.0355670103092783,0.0144322005308517,0.0410838617905921,0.275718033040932,0.51074219645205,4.917,0.0289173578055534,0.0,0.0,0.239901045187219,0.520197909625563,1.0,0.0352112676056635,0.30125095152072,0.30125095152072,8.74275373635886e-15,1.0,0.999999968169011,0.459833231645312,0.137685580638601,0.322147651006711,0.1,0.1,1.0,1.0,1.0,0.0,0.00224160965274308,10000,2033202,2657,3454,987619.838028169,9836.151980975492,372.0,2032584.0,1323.754203217515,2033202.0,9830.879016976745,2033183.0575717622,126.66466940974713,2033164.0,2033164.0,2033165.0,2033165.0,2033165.0,2033166.0,2033166.0,2033167.0,2033167.0,2033167.0,2033168.0,2033168.0,2033169.0,2033169.0,2033169.0,2033170.0,2033170.0,2033171.0,2033171.0,2033171.0,2033172.0,2033172.0,2033173.0,2033173.0,2033173.0,2033174.0,2033174.0,2033174.0,2033175.0,2033175.0,2033176.0,2033176.0,2033176.0,2033177.0,2033177.0,2033178.0,2033178.0,2033178.0,2033179.0,2033179.0,2033180.0,2033180.0,2033180.0,2033181.0,2033181.0,2033182.0,2033182.0,2033182.0,2033183.0,2033183.0,2033183.0,2033184.0,2033184.0,2033185.0,2033185.0,2033185.0,2033186.0,2033186.0,2033187.0,2033187.0,2033187.0,2033188.0,2033188.0,2033189.0,2033189.0,2033189.0,2033190.0,2033190.0,2033190.0,2033191.0,2033191.0,2033192.0,2033192.0,2033192.0,2033193.0,2033193.0,2033194.0,2033194.0,2033194.0,2033195.0,2033195.0,2033196.0,2033196.0,2033196.0,2033197.0,2033197.0,2033197.0,2033198.0,2033198.0,2033199.0,2033199.0,2033199.0,2033200.0,2033200.0,2033201.0,2033201.0,2033201.0,2033202.0,2033202.0,2033202.0,867.8370307488367,9999,1,211.84230857156217,0,0.04363348800688982,-1.3821354655384894
knapPI_13_10000_1000_58,0.0,0.276781578157816,0.574257304645619,0.148514609291239,0.999995754564161,0.29432624113451,0.306215073951576,0.306198528040383,0.000171683399136858,0.0,0.4944,0.266775388051905,0.7451,0.3654,0.3797,0.0978723404255319,0.0981366459627329,0.999991509146345,0.999991523457002,0.999991563526638,0.507209670426328,4.944,0.601523900157097,0.0,0.276781578157816,0.574257304645619,0.148514609291239,0.999995754564161,0.29432624113451,0.306215073951576,0.306198528040383,0.000171683399136858,0.4944,0.266775388051905,0.7451,0.3654,0.3797,0.0978723404255319,0.0981366459627329,0.999991509146345,0.999991523457002,0.999991563526638,0.507209670426328,0.601523900157097,10000,4413466,2550,6730,5039952.420289855,9864.75828224299,368.0,4412364.0,1707.4358391618832,4413465.0,9859.204743423154,4413397.0135020325,1586.1073041534266,4413330.0,4413330.0,4413333.0,4413333.0,4413336.0,4413336.0,4413339.0,4413339.0,4413342.0,4413342.0,4413342.0,4413345.0,4413345.0,4413348.0,4413348.0,4413351.0,4413351.0,4413354.0,4413354.0,4413357.0,4413357.0,4413357.0,4413360.0,4413360.0,4413363.0,4413363.0,4413366.0,4413366.0,4413369.0,4413369.0,4413372.0,4413372.0,4413372.0,4413375.0,4413375.0,4413378.0,4413378.0,4413381.0,4413381.0,4413384.0,4413384.0,4413387.0,4413387.0,4413390.0,4413390.0,4413390.0,4413393.0,4413393.0,4413396.0,4413396.0,4413399.0,4413399.0,4413402.0,4413402.0,4413405.0,4413405.0,4413405.0,4413408.0,4413408.0,4413411.0,4413411.0,4413414.0,4413414.0,4413417.0,4413417.0,4413420.0,4413420.0,4413423.0,4413423.0,4413423.0,4413426.0,4413426.0,4413429.0,4413429.0,4413432.0,4413432.0,4413435.0,4413435.0,4413438.0,4413438.0,4413441.0,4413441.0,4413444.0,4413444.0,4413444.0,4413447.0,4413447.0,4413450.0,4413450.0,4413453.0,4413453.0,4413456.0,4413456.0,4413459.0,4413459.0,4413462.0,4413462.0,4413465.0,4413465.0,4413465.0,898.2695380812511,9999,1,210.8244433896616,0,3.9688010085374117,3.4854546120339496
knapPI_16_10000_1000_44,0.000534473447344734,0.998998779877988,0.435643564356436,0.128712871287129,0.964182769414958,0.196973024461535,0.334011792289189,0.198884635882572,0.126089475596375,0.4039,0.0011,0.00164747855281758,0.6611,0.248,0.4131,0.001,0.0363951473136915,0.9296484128367,0.989540498733407,0.996900942658317,0.740357196728176,0.011,0.627615741130651,0.00104583596509302,0.998318938874496,0.470698273702294,0.0586034525954117,0.953705245409661,0.205335926132861,0.243010275893074,0.165796992443166,0.161178980344997,0.00184532796510653,0.00254759482520317,0.615165240731421,0.335849689649388,0.279315551082033,0.00112866817155756,0.037940379403794,0.909553695121902,0.994219190160446,0.99793944711933,0.668751657205944,0.627615741130651,10000,2167836,3390,2480,2727196.527925532,9894.032018264354,655.0,2167182.0,66.06132316080915,2167836.0,9894.020805208953,2167835.9922563774,0.007693483735538582,2167836.0,2167836.0,2167836.0,2167836.0,2167836.0,2167836.0,2167836.0,2167836.0,2167836.0,2167836.0,2167836.0,2167836.0,2167836.0,2167836.0,2167836.0,2167836.0,2167836.0,2167836.0,2167836.0,2167836.0,2167836.0,2167836.0,2167836.0,2167836.0,2167836.0,2167836.0,2167836.0,2167836.0,2167836.0,2167836.0,2167836.0,2167836.0,2167836.0,2167836.0,2167836.0,2167836.0,2167836.0,2167836.0,2167836.0,2167836.0,2167836.0,2167836.0,2167836.0,2167836.0,2167836.0,2167836.0,2167836.0,2167836.0,2167836.0,2167836.0,2167836.0,2167836.0,2167836.0,2167836.0,2167836.0,2167836.0,2167836.0,2167836.0,2167836.0,2167836.0,2167836.0,2167836.0,2167836.0,2167836.0,2167836.0,2167836.0,2167836.0,2167836.0,2167836.0,2167836.0,2167836.0,2167836.0,2167836.0,2167836.0,2167836.0,2167836.0,2167836.0,2167836.0,2167836.0,2167836.0,2167836.0,2167836.0,2167836.0,2167836.0,2167836.0,2167836.0,2167836.0,2167836.0,2167836.0,2167836.0,2167836.0,2167836.0,2167836.0,2167836.0,2167836.0,2167836.0,2167836.0,2167836.0,2167836.0,2167836.0,1445.789950851351,19,514,0.9813247518613935,0,0.038090892136096954,-2.9774887446966303
knapPI_15_5000_1000_100,0.00199479895979196,0.610429205841168,0.990098785983625,0.980197571967251,0.99999600955629,0.346307385229541,0.336864285223772,0.336304578071552,0.00375760517640191,0.0,0.336,0.386229422253627,0.9952,0.903,0.0921999999999999,0.002,0.0029940119760479,0.999992019128504,0.999992020096662,0.999992022702226,0.746165126678527,3.36,0.82137602001714,0.00199479895979196,0.610429205841168,0.990098785983625,0.980197571967251,0.99999600955629,0.346307385229541,0.336864285223772,0.336304578071552,0.00375760517640191,0.336,0.386229422253627,0.9952,0.903,0.0921999999999999,0.002,0.0029940119760479,0.999992019128504,0.999992020096662,0.999992022702226,0.746165126678527,0.82137602001714,5000,2451644,25,4619,2454994.0529801324,907.6766253512355,978.0,2450667.0,25.17926386610966,2451644.0,906.6422942855362,2451643.4709138284,0.2844177543029554,2451642.0,2451643.0,2451643.0,2451643.0,2451643.0,2451643.0,2451643.0,2451643.0,2451643.0,2451643.0,2451643.0,2451643.0,2451643.0,2451643.0,2451643.0,2451643.0,2451643.0,2451643.0,2451643.0,2451643.0,2451643.0,2451643.0,2451643.0,2451643.0,2451643.0,2451643.0,2451643.0,2451643.0,2451643.0,2451643.0,2451643.0,2451643.0,2451643.0,2451643.0,2451643.0,2451643.0,2451643.0,2451643.0,2451643.0,2451643.0,2451643.0,2451643.0,2451643.0,2451643.0,2451643.0,2451643.0,2451643.0,2451643.0,2451643.0,2451643.0,2451643.0,2451644.0,2451644.0,2451644.0,2451644.0,2451644.0,2451644.0,2451644.0,2451644.0,2451644.0,2451644.0,2451644.0,2451644.0,2451644.0,2451644.0,2451644.0,2451644.0,2451644.0,2451644.0,2451644.0,2451644.0,2451644.0,2451644.0,2451644.0,2451644.0,2451644.0,2451644.0,2451644.0,2451644.0,2451644.0,2451644.0,2451644.0,2451644.0,2451644.0,2451644.0,2451644.0,2451644.0,2451644.0,2451644.0,2451644.0,2451644.0,2451644.0,2451644.0,2451644.0,2451644.0,2451644.0,2451644.0,2451644.0,2451644.0,2451644.0,607.9312396356836,19,206,0.4921594364568591,0,0.08361165970563889,-2.391195544652766
knapPI_12_2000_1000_31,0.143773386693347,0.219957978989495,0.306929615085903,0.386140769828193,0.745807287770259,0.269375907111735,0.312104479100143,0.416656838688348,0.0583014104772137,0.3095,0.481,0.00116219506712169,0.5365,0.1735,0.363,0.0948717948717949,0.0358490566037736,0.556228510491233,0.565549264194194,0.576647129105503,0.0,4.81,0.113377485797019,0.0414580906505473,0.0622432809663235,0.521172183444326,0.0423443668886525,0.976038165767998,0.269375907111735,0.364579925836671,0.427317624141562,0.0448312360552073,0.696596669080377,0.00290547072247362,0.753077480086894,0.273714699493121,0.479362780593773,0.0948717948717949,0.0358490566037736,0.952650501035756,0.954041379899309,0.960097071559233,0.0,0.113377485797019,2000,126858,928,801,65029.81081081081,1818.1147861699383,222.0,126637.0,260.67106827337705,126858.0,1812.9856800387813,126840.35619435718,113.92353572653035,126822.0,126822.0,126823.0,126823.0,126823.0,126824.0,126824.0,126825.0,126825.0,126825.0,126826.0,126826.0,126827.0,126827.0,126827.0,126828.0,126828.0,126828.0,126829.0,126829.0,126830.0,126830.0,126830.0,126831.0,126831.0,126832.0,126832.0,126832.0,126833.0,126833.0,126833.0,126834.0,126834.0,126835.0,126835.0,126835.0,126836.0,126836.0,126836.0,126837.0,126837.0,126838.0,126838.0,126838.0,126839.0,126839.0,126839.0,126840.0,126840.0,126841.0,126841.0,126841.0,126842.0,126842.0,126842.0,126843.0,126843.0,126843.0,126844.0,126844.0,126845.0,126845.0,126845.0,126846.0,126846.0,126846.0,126847.0,126847.0,126847.0,126848.0,126848.0,126849.0,126849.0,126849.0,126850.0,126850.0,126850.0,126851.0,126851.0,126851.0,126852.0,126852.0,126853.0,126853.0,126853.0,126854.0,126854.0,126854.0,126855.0,126855.0,126855.0,126856.0,126856.0,126856.0,126857.0,126857.0,126857.0,126858.0,126858.0,126858.0,16.552293873857707,1999,1,7.6652805441990495,0,0.016878227703273296,-2.9821336965515766
knapPI_6_100_1000000_54,0.0,0.0,0.534653457724681,0.0693069154493626,1.0,0.0296885959251221,0.329274669719106,0.329274669719106,0.0,0.0,1.0,0.999999968169011,0.73,0.32,0.41,0.0340160149523584,0.0340160149523584,1.0,1.0,1.0,0.0,1.0,0.984984119840895,0.0,0.0,0.534653457724681,0.0693069154493626,1.0,0.0296885959251221,0.329274669719106,0.329274669719106,0.0,1.0,0.999999968169011,0.73,0.32,0.41,0.0340160149523584,0.0340160149523584,1.0,1.0,1.0,0.0,0.984984119840895,100,27781162,28,72,26997910.0,92.53967899943238,695652.0,27074089.0,0.0,27781162.0,76.90029013448824,27751809.49937197,450677553.42534655,27691611.0,27696823.0,27700784.0,27704748.0,27708715.0,27712685.0,27716657.0,27718811.0,27720811.0,27722811.0,27724808.0,27725814.0,27726821.0,27727828.0,27728835.0,27729842.0,27730849.0,27731857.0,27732865.0,27733873.0,27734881.0,27735889.0,27736898.0,27737907.0,27738916.0,27739925.0,27740934.0,27741944.0,27742953.0,27743963.0,27744973.0,27745984.0,27746994.0,27747587.0,27748094.0,27748601.0,27749108.0,27749615.0,27750123.0,27750630.0,27751137.0,27751645.0,27752152.0,27752660.0,27753167.0,27753675.0,27754183.0,27754690.0,27755198.0,27755706.0,27756214.0,27756722.0,27757230.0,27757738.0,27758246.0,27758754.0,27759262.0,27759770.0,27760279.0,27760787.0,27761295.0,27761804.0,27762312.0,27762821.0,27763329.0,27763838.0,27764347.0,27764856.0,27765364.0,27765873.0,27766382.0,27766891.0,27767400.0,27767909.0,27768418.0,27768927.0,27769437.0,27769946.0,27770455.0,27770964.0,27771474.0,27771983.0,27772493.0,27773002.0,27773512.0,27774022.0,27774531.0,27775041.0,27775551.0,27776061.0,27776571.0,27777081.0,27777591.0,27778101.0,27778611.0,27779121.0,27779631.0,27780142.0,27780652.0,27781162.0,140.62226101802662,18,3,0.05526741035282612,0,0.03972951229661703,-3.873364996283186
knapPI_13_10000_1000_59,0.010040204020402,0.319063626362636,0.584158303100257,0.168316606200514,0.999176258585541,0.275,0.320812913425789,0.317499428537413,0.00267723969591923,0.0,0.5035,0.0223178845203181,0.7633,0.3642,0.3991,0.0730263157894737,0.0761627906976744,0.998353195721002,0.998660640052598,0.998704853748937,0.495512544637387,5.035,0.21338811516472,0.010040204020402,0.319063626362636,0.584158303100257,0.168316606200514,0.999176258585541,0.275,0.320812913425789,0.317499428537413,0.00267723969591923,0.5035,0.0223178845203181,0.7633,0.3642,0.3991,0.0730263157894737,0.0761627906976744,0.998353195721002,0.998660640052598,0.998704853748937,0.495512544637387,0.21338811516472,10000,4206684,2368,5494,4761463.702702703,9832.40289244273,1031.0,4205622.0,407.95423651832385,4206684.0,9825.579546190424,4206628.626990274,1026.5829006048968,4206575.0,4206576.0,4206577.0,4206578.0,4206579.0,4206580.0,4206581.0,4206582.0,4206583.0,4206584.0,4206585.0,4206587.0,4206588.0,4206589.0,4206590.0,4206591.0,4206592.0,4206593.0,4206594.0,4206595.0,4206596.0,4206598.0,4206599.0,4206600.0,4206601.0,4206602.0,4206603.0,4206604.0,4206605.0,4206606.0,4206607.0,4206609.0,4206610.0,4206611.0,4206612.0,4206613.0,4206614.0,4206615.0,4206616.0,4206617.0,4206618.0,4206620.0,4206621.0,4206622.0,4206623.0,4206624.0,4206625.0,4206626.0,4206627.0,4206628.0,4206630.0,4206631.0,4206632.0,4206633.0,4206634.0,4206635.0,4206636.0,4206637.0,4206638.0,4206640.0,4206641.0,4206642.0,4206643.0,4206644.0,4206645.0,4206646.0,4206647.0,4206648.0,4206650.0,4206651.0,4206652.0,4206653.0,4206654.0,4206655.0,4206656.0,4206657.0,4206659.0,4206660.0,4206661.0,4206662.0,4206663.0,4206664.0,4206665.0,4206666.0,4206668.0,4206669.0,4206670.0,4206671.0,4206672.0,4206673.0,4206674.0,4206675.0,4206677.0,4206678.0,4206679.0,4206680.0,4206681.0,4206682.0,4206683.0,4206684.0,2391.7814355581068,9999,1,212.08046369813383,0,0.1676218369975686,0.849612291512843
knapPI_11_10000_1000_96,0.389331073107311,0.45041700170017,0.950494844372062,0.900989688744124,-0.14897974874183,0.226426947468987,0.442166009441299,0.418788575552063,0.105884511096403,0.398,0.5018,0.000632815479676048,0.9826,0.7596,0.223,0.0270491803278689,0.0328467153284672,0.0221949655352641,0.0419581693689564,0.258430054185802,0.497699928450178,5.018,0.445153727479938,0.122984138268683,0.27752846881884,0.93820727016707,0.87641454033414,0.863841263900403,0.689344262294989,0.386965724452184,0.299713443764435,0.175131154933824,0.833554817275748,0.00316405238774505,0.97109634551495,0.680066445182724,0.291029900332226,0.0270491803278689,0.1,0.746221729217041,0.821218319645916,0.860609482589516,0.0778299168004944,0.158860004453216,10000,4083035,175,9336,4114596.242424242,4655.972376876252,321.0,4081950.0,693.406009827402,4083035.0,4650.754485267394,4083018.3331373497,90.3993677083618,4083003.0,4083003.0,4083003.0,4083004.0,4083004.0,4083004.0,4083005.0,4083005.0,4083005.0,4083005.0,4083006.0,4083006.0,4083006.0,4083007.0,4083007.0,4083007.0,4083008.0,4083008.0,4083008.0,4083008.0,4083009.0,4083009.0,4083009.0,4083010.0,4083010.0,4083010.0,4083011.0,4083011.0,4083011.0,4083012.0,4083012.0,4083012.0,4083013.0,4083013.0,4083013.0,4083013.0,4083014.0,4083014.0,4083014.0,4083015.0,4083015.0,4083015.0,4083016.0,4083016.0,4083016.0,4083017.0,4083017.0,4083017.0,4083018.0,4083018.0,4083018.0,4083019.0,4083019.0,4083019.0,4083020.0,4083020.0,4083020.0,4083021.0,4083021.0,4083021.0,4083022.0,4083022.0,4083022.0,4083023.0,4083023.0,4083023.0,4083024.0,4083024.0,4083024.0,4083025.0,4083025.0,4083025.0,4083026.0,4083026.0,4083026.0,4083027.0,4083027.0,4083028.0,4083028.0,4083028.0,4083029.0,4083029.0,4083029.0,4083030.0,4083030.0,4083030.0,4083031.0,4083031.0,4083031.0,4083032.0,4083032.0,4083033.0,4083033.0,4083033.0,4083034.0,4083034.0,4083034.0,4083035.0,4083035.0,4083035.0,1649.9765492230654,9999,1,212.59063806571066,0,0.09908067528158426,-2.728691949589065
knapPI_3_100_1000000_76,0.0,1.0,0.752475230562209,0.504950461124418,1.0,0.20236912307209,0.358253378483017,0.307755761435692,0.100387785876303,0.0,0.04,0.0057046309087968,0.88,0.47,0.41,0.0113280805767096,0.101730281619953,1.0,1.0,1.0,0.944645532278293,0.04,0.965631191308613,0.0,1.0,0.752475230562209,0.504950461124418,1.0,0.20236912307209,0.358253378483017,0.307755761435692,0.100387785876303,0.04,0.0057046309087968,0.88,0.47,0.41,0.0113280805767096,0.101730281619953,1.0,1.0,1.0,0.944645532278293,0.965631191308613,100,37333507,13,46,40958321.8364518,77.75517299122015,800753.0,36442924.0,0.0,37333507.0,63.398605686929585,37315605.86876642,296390205.70695645,37265992.0,37270567.0,37273356.0,37276157.0,37278972.0,37281721.0,37283199.0,37284680.0,37286165.0,37287654.0,37289146.0,37290642.0,37292142.0,37293645.0,37295152.0,37296662.0,37298177.0,37299695.0,37301216.0,37302496.0,37303279.0,37304064.0,37304849.0,37305635.0,37306422.0,37307211.0,37308000.0,37308790.0,37309582.0,37310374.0,37311168.0,37311962.0,37312757.0,37313554.0,37314351.0,37315150.0,37315950.0,37316750.0,37317552.0,37318355.0,37319158.0,37319963.0,37320769.0,37321498.0,37321906.0,37322283.0,37322489.0,37322695.0,37322901.0,37323107.0,37323314.0,37323520.0,37323726.0,37323933.0,37324140.0,37324346.0,37324553.0,37324760.0,37324966.0,37325173.0,37325380.0,37325587.0,37325795.0,37326002.0,37326209.0,37326416.0,37326624.0,37326831.0,37327039.0,37327246.0,37327454.0,37327662.0,37327870.0,37328077.0,37328285.0,37328493.0,37328702.0,37328910.0,37329118.0,37329326.0,37329535.0,37329743.0,37329952.0,37330160.0,37330369.0,37330578.0,37330786.0,37330995.0,37331204.0,37331413.0,37331622.0,37331832.0,37332041.0,37332250.0,37332460.0,37332669.0,37332878.0,37333088.0,37333298.0,37333507.0,178.11748594604433,19,3,0.06856999266892672,0,0.041668251156806946,-3.734952773966144
knapPI_11_5000_1000_39,0.0,0.204199799959992,0.386138340501311,0.227723318997378,0.999930843630332,0.0803763440860267,0.311198712949347,0.311730833188256,0.00072423667494404,0.0,0.5138,0.0207580197691087,0.6056,0.2248,0.3808,0.0870967741935484,0.0861111111111111,0.999861692043268,0.999871440642902,0.999878009144213,0.0,5.138,0.149952592008842,0.0,0.204199799959992,0.386138340501311,0.227723318997378,0.999930843630332,0.0803763440860267,0.311198712949347,0.311730833188256,0.00072423667494404,0.5138,0.0207580197691087,0.6056,0.2248,0.3808,0.0870967741935484,0.0861111111111111,0.999861692043268,0.999871440642902,0.999878009144213,0.0,0.149952592008842,5000,923061,1973,2252,1412214.5679012346,4843.238725726772,189.0,922497.0,163.1898127089884,923061.0,4838.526403102309,923022.4152577199,545.8959072471163,922983.0,922983.0,922983.0,922986.0,922986.0,922986.0,922986.0,922989.0,922989.0,922989.0,922992.0,922992.0,922992.0,922992.0,922995.0,922995.0,922995.0,922995.0,922998.0,922998.0,922998.0,923001.0,923001.0,923001.0,923001.0,923004.0,923004.0,923004.0,923007.0,923007.0,923007.0,923007.0,923010.0,923010.0,923010.0,923010.0,923013.0,923013.0,923013.0,923016.0,923016.0,923016.0,923016.0,923019.0,923019.0,923019.0,923019.0,923022.0,923022.0,923022.0,923022.0,923025.0,923025.0,923025.0,923028.0,923028.0,923028.0,923028.0,923031.0,923031.0,923031.0,923031.0,923034.0,923034.0,923034.0,923037.0,923037.0,923037.0,923037.0,923040.0,923040.0,923040.0,923040.0,923043.0,923043.0,923043.0,923043.0,923046.0,923046.0,923046.0,923046.0,923049.0,923049.0,923049.0,923052.0,923052.0,923052.0,923052.0,923055.0,923055.0,923055.0,923055.0,923058.0,923058.0,923058.0,923058.0,923061.0,923061.0,923061.0,923061.0,100.02590919984505,4999,1,50.812427401542664,0,0.03800652828067541,-0.2357685544538254
